date,open,high,low,close,volume
2023-11-21 00:00:00+08:00,158.28822811138028,164.60033536735557,157.80268139938218,163.62924194335938,35641736
2023-11-22 00:00:00+08:00,162.65813437121653,167.02805439909997,160.71594769215724,166.0569610595703,25348146
2023-11-23 00:00:00+08:00,166.05697223118372,166.5425189336141,162.17259861174085,163.14369201660156,14499458
2023-11-24 00:00:00+08:00,163.14368552933198,164.600325578701,161.68704547996293,162.17259216308594,7859495
2023-11-27 00:00:00+08:00,163.14368454953458,163.62923122974152,159.74485778808594,159.74485778808594,7275845
2023-11-28 00:00:00+08:00,161.20151780072382,166.05698520436007,159.74487757963294,165.0858917236328,16055114
2023-11-29 00:00:00+08:00,166.54251831054688,170.4268919154576,165.08587820870537,169.94134521484375,21683881
2023-11-30 00:00:00+08:00,171.3979829691224,171.88352966308594,167.99915611137777,171.88352966308594,19394504
2023-12-01 00:00:00+08:00,169.45580491152677,172.85463194413617,168.97025819258255,170.91244506835938,12260306
2023-12-04 00:00:00+08:00,170.91243627515888,172.36907635704944,167.99915611137777,171.88352966308594,10778967
2023-12-05 00:00:00+08:00,169.94133774115113,170.912431099672,166.54251098632812,166.54251098632812,14568822
2023-12-06 00:00:00+08:00,167.51362542545095,167.99917216581457,165.0858917236328,165.0858917236328,7149139
2023-12-07 00:00:00+08:00,165.08588207935367,167.51361563934415,163.62924194335938,163.62924194335938,5876969
2023-12-08 00:00:00+08:00,166.5425151398667,169.9413419794558,166.5425151398667,169.45579528808594,9567070
2023-12-11 00:00:00+08:00,176.25345650147855,176.73900321360384,171.3979893802257,172.85462951660156,27400648
2023-12-12 00:00:00+08:00,174.31127210096878,174.796818819913,170.42689834941518,170.91244506835938,12804727
2023-12-13 00:00:00+08:00,171.3979829691224,172.85462305101296,169.94134288723185,171.88352966308594,7525887
2023-12-14 00:00:00+08:00,172.36906860013417,175.2823486328125,171.8835219280211,175.2823486328125,17095208
2023-12-15 00:00:00+08:00,177.71009181096002,177.71009181096002,173.82571821946365,176.73899841308594,23051309
2023-12-18 00:00:00+08:00,176.7390056956898,177.22455241463402,170.91244506835938,170.91244506835938,13991262
2023-12-19 00:00:00+08:00,171.39798205356544,172.85462212767507,168.4847019053462,169.45579528808594,10369336
2023-12-20 00:00:00+08:00,169.45580088885535,171.88353442594496,167.99916076660156,167.99916076660156,12339155
2023-12-21 00:00:00+08:00,165.57143495868704,174.79682283028544,165.57143495868704,173.8257293701172,16442190
2023-12-22 00:00:00+08:00,172.8546254185268,173.82571881975448,169.94134521484375,169.94134521484375,9108214
2023-12-25 00:00:00+08:00,170.4268919154576,172.36907871791294,169.4557985142299,169.94134521484375,4268165
2023-12-26 00:00:00+08:00,170.9124394806338,173.34017299598372,169.94134607449382,172.36907958984375,7172908
2023-12-27 00:00:00+08:00,172.36908280447628,173.82572294085213,171.883536092351,172.85462951660156,5512016
2023-12-28 00:00:00+08:00,173.34017540043234,173.82572211023748,170.42689514160156,170.42689514160156,4919349
2023-12-29 00:00:00+08:00,170.42689834941518,171.39799178730357,168.97025819258255,170.91244506835938,6706369
2024-01-02 00:00:00+08:00,170.9124410111091,171.88353442594496,167.0280673517657,167.99916076660156,7442862
2024-01-03 00:00:00+08:00,166.05698520436007,166.5425319447237,163.14370476217832,165.0858917236328,10989371
2024-01-04 00:00:00+08:00,164.60032459015542,165.08587127036236,159.259311107879,159.74485778808594,12936304
2024-01-05 00:00:00+08:00,158.7737813472748,159.74487481117248,155.3749542236328,155.3749542236328,16273014
2024-01-08 00:00:00+08:00,155.86049211395454,158.77377234038357,155.86049211395454,156.34603881835938,5763771
2024-01-09 00:00:00+08:00,157.80267333984375,161.20150015024038,156.83157996544472,157.80267333984375,9817125
2024-01-10 00:00:00+08:00,157.31712665264422,158.77376671424278,155.37493990384615,157.80267333984375,11156265
2024-01-11 00:00:00+08:00,158.28822236343336,158.7737690577997,155.3749421972352,155.86048889160156,8912327
2024-01-12 00:00:00+08:00,155.86049450568433,156.83158792939577,153.91830765826145,154.4038543701172,8817466
2024-01-15 00:00:00+08:00,155.86049774074255,156.8315911846101,152.4616706872061,154.889404296875,10091728
2024-01-16 00:00:00+08:00,154.40385832609954,158.28823212046683,153.91831160180362,157.317138671875,7766265
2024-01-17 00:00:00+08:00,156.3460379519297,157.80267805707192,153.91830444335938,153.91830444335938,10004357
2024-01-18 00:00:00+08:00,154.88940351935707,155.3749502388535,151.00502976338575,152.461669921875,9303098
2024-01-19 00:00:00+08:00,155.37495390855457,164.600341796875,155.37495390855457,164.600341796875,24585807
2024-01-22 00:00:00+08:00,167.51361171177456,169.94134521484375,166.54251831054688,169.94134521484375,22083644
2024-01-23 00:00:00+08:00,169.9413419794558,170.4268886708257,166.05696844849683,169.45579528808594,13503125
2024-01-24 00:00:00+08:00,167.99916891362463,167.99916891362463,164.11479506591078,164.600341796875,18743322
2024-01-25 00:00:00+08:00,168.97025501218616,171.39798856121183,167.9991615925759,170.42689514160156,29620496
2024-01-26 00:00:00+08:00,169.94133774115113,170.42688442041157,166.54251098632812,166.54251098632812,16377804
2024-01-29 00:00:00+08:00,167.02806897109812,173.34017622872685,166.54252225897284,172.85462951660156,20568532
2024-01-30 00:00:00+08:00,174.7968163651027,175.28236307722798,171.883536092351,172.85462951660156,14529836
2024-01-31 00:00:00+08:00,171.8835385062478,172.85463194413617,170.42689834941518,170.91244506835938,8119379
2024-02-01 00:00:00+08:00,169.94134607449382,172.36907958984375,169.45579937142384,172.36907958984375,7790819
2024-02-02 00:00:00+08:00,173.34015871683758,174.7967987060547,172.3690653906928,174.7967987060547,9917609
2024-02-05 00:00:00+08:00,173.82572863527466,174.31127536330615,170.9124482670857,171.3979949951172,8724711
