date,open,high,low,close,volume
2023-11-21 00:00:00+08:00,17.55877997470893,17.732200685386843,17.515425623970685,17.688844680786133,145000
2023-11-22 00:00:00+08:00,17.602134325447174,17.688844680786133,17.55877997470893,17.688844680786133,174000
2023-11-23 00:00:00+08:00,17.688845061796506,17.77555541900317,17.515426001245686,17.602134704589844,118001
2023-11-24 00:00:00+08:00,17.60213464098439,17.73220100325564,17.55878028946897,17.645490646362305,146184
2023-11-27 00:00:00+08:00,17.64548948903348,17.68884383770538,17.342004086743,17.472068786621094,273000
2023-11-28 00:00:00+08:00,17.515424728393555,17.515424728393555,17.38535837510428,17.515424728393555,99059
2023-11-29 00:00:00+08:00,17.515424728393555,17.515424728393555,17.428714377488163,17.515424728393555,100000
2023-11-30 00:00:00+08:00,17.558780108370417,18.209105297569323,17.2552946893051,18.03568458557129,1061801
2023-12-01 00:00:00+08:00,18.12239396485343,18.94613982165411,17.99232926479606,18.642654418945312,2060000
2023-12-04 00:00:00+08:00,18.772717883977844,18.772717883977844,18.295813463854735,18.512588500976562,331497
2023-12-05 00:00:00+08:00,18.512588500976562,18.512588500976562,18.425878155355374,18.512588500976562,132001
2023-12-06 00:00:00+08:00,18.469234466552734,18.64265517624887,18.469234466552734,18.469234466552734,123001
2023-12-07 00:00:00+08:00,18.512590470908,18.512590470908,18.295815410719058,18.469234466552734,54100
2023-12-08 00:00:00+08:00,18.469234466552734,18.469234466552734,18.339169761211863,18.469234466552734,121814
2023-12-11 00:00:00+08:00,18.382525242727535,18.382525242727535,18.122394185582035,18.209104537963867,116741
2023-12-12 00:00:00+08:00,18.122394561767578,18.165750565789686,18.035684207585806,18.122394561767578,40066
2023-12-13 00:00:00+08:00,18.07904052734375,18.12239487826056,18.035684522564466,18.07904052734375,92067
2023-12-14 00:00:00+08:00,18.12239487826056,18.12239487826056,17.94897582073084,18.07904052734375,209186
2023-12-15 00:00:00+08:00,18.07904129369448,18.20910600582069,17.905620574951172,17.905620574951172,288512
2023-12-18 00:00:00+08:00,17.94897536396137,18.122394417077885,17.558779600189954,17.775554656982422,166000
2023-12-19 00:00:00+08:00,17.818909386863336,17.818909386863336,17.688844680786133,17.688844680786133,47000
2023-12-20 00:00:00+08:00,17.732200307168902,17.905619360285417,17.645489953679427,17.775554656982422,107662
2023-12-21 00:00:00+08:00,17.81890932372786,17.90561967875959,17.732200622558594,17.732200622558594,29150
2023-12-22 00:00:00+08:00,17.732200685386843,17.732200685386843,17.688844680786133,17.688844680786133,36000
2023-12-25 00:00:00+08:00,17.688844680786133,17.732200685386843,17.688844680786133,17.688844680786133,59001
2023-12-26 00:00:00+08:00,17.732199993313927,17.81890869140625,17.732199993313927,17.81890869140625,22067
2023-12-27 00:00:00+08:00,17.775555036125088,17.90561974220229,17.64549033004789,17.688844680786133,250901
2023-12-28 00:00:00+08:00,17.688843990405363,17.862264694314813,17.688843990405363,17.81890869140625,54114
2023-12-29 00:00:00+08:00,17.732200307168902,17.775554656982422,17.688844303492946,17.775554656982422,27184
2024-01-02 00:00:00+08:00,17.775555862824962,18.03568528707738,17.775555862824962,17.905620574951172,194832
2024-01-03 00:00:00+08:00,17.90561967875959,17.90561967875959,17.732200622558594,17.732200622558594,248000
2024-01-04 00:00:00+08:00,17.732200685386843,18.165750808219165,17.688844680786133,17.688844680786133,293000
2024-01-05 00:00:00+08:00,17.732200622558594,17.81890932372786,17.732200622558594,17.732200622558594,52000
2024-01-08 00:00:00+08:00,17.73220054500598,17.81890924579602,17.081875365905944,17.342004776000977,952000
2024-01-09 00:00:00+08:00,17.385358279255584,17.385358279255584,17.125228881835938,17.125228881835938,344201
2024-01-10 00:00:00+08:00,17.12522995777619,17.211940313651354,16.90845489501953,16.90845489501953,147868
2024-01-11 00:00:00+08:00,16.995164556404937,17.298649962635142,16.995164556404937,17.03851890563965,215136
2024-01-12 00:00:00+08:00,17.081876055085793,17.342005475675922,17.081876055085793,17.21194076538086,82000
2024-01-15 00:00:00+08:00,17.25529511752504,17.342005475675922,17.21194076538086,17.21194076538086,36000
2024-01-16 00:00:00+08:00,17.25529511752504,17.25529511752504,17.081876055085793,17.21194076538086,64000
2024-01-17 00:00:00+08:00,17.081875225153837,17.12522957519162,16.95180886731559,16.99516487121582,122053
2024-01-18 00:00:00+08:00,17.03851922125361,17.03851922125361,16.95180886731559,16.99516487121582,28068
2024-01-19 00:00:00+08:00,17.038520112826713,17.2552951820837,17.038520112826713,17.1685848236084,40000
2024-01-22 00:00:00+08:00,17.168584380291428,17.34200509276406,17.168584380291428,17.29865074157715,41194
2024-01-23 00:00:00+08:00,17.29865130457948,17.948976516723633,17.211940945521086,17.948976516723633,322003
2024-01-24 00:00:00+08:00,18.20910523395666,18.252459584873474,17.99233017164765,18.07904052734375,852053
2024-01-25 00:00:00+08:00,18.165750188704155,18.209104537963867,18.0356838332002,18.209104537963867,386000
2024-01-26 00:00:00+08:00,18.20910491594935,18.339169620290786,18.122394561767578,18.122394561767578,545703
2024-01-29 00:00:00+08:00,18.20910491594935,18.20910491594935,18.122394561767578,18.122394561767578,87000
2024-01-30 00:00:00+08:00,18.165750188704155,18.209104537963867,18.079039836322323,18.209104537963867,302000
2024-01-31 00:00:00+08:00,18.209105297569323,18.25245964863759,18.03568458557129,18.03568458557129,101815
2024-02-01 00:00:00+08:00,18.079040211607914,18.20910491594935,17.992329857426142,18.122394561767578,72000
2024-02-02 00:00:00+08:00,18.035684145781865,18.209104853551136,18.035684145781865,18.16575050354004,42402
2024-02-05 00:00:00+08:00,18.16574981519291,18.382524864759112,18.12239381296224,18.295814514160156,250017
2024-02-15 00:00:00+08:00,18.33916780973419,18.555942846856016,18.33916780973419,18.512588500976562,340001
2024-02-16 00:00:00+08:00,18.512589348100292,18.77271874300492,18.512589348100292,18.7293643951416,396694
2024-02-19 00:00:00+08:00,18.772720351083873,20.59363123298332,18.772720351083873,20.3335018157959,1749039
2024-02-20 00:00:00+08:00,20.33350028273,20.420208979346643,20.030014882984613,20.246789932250977,793700
2024-02-21 00:00:00+08:00,20.333501632736606,20.94047081866364,20.203435271451365,20.723695755004883,794905
2024-02-22 00:00:00+08:00,21.157245112781432,21.157245112781432,20.33350089315724,20.89711570739746,728001
2024-02-23 00:00:00+08:00,20.89711678756018,20.940471139411002,20.55027701116608,20.680341720581055,237094
2024-02-26 00:00:00+08:00,20.636985714867723,20.853760781846848,20.593631363016904,20.680341720581055,243400
2024-02-27 00:00:00+08:00,20.767051829324075,21.547441730326156,20.37685605189179,21.1138916015625,949200
2024-02-29 00:00:00+08:00,21.28731001376735,22.457895656624224,21.113890959850092,22.371185302734375,1555223
2024-03-01 00:00:00+08:00,22.414541244506836,22.501251598156436,21.894280776471657,22.414541244506836,694806
2024-03-04 00:00:00+08:00,22.631315291371262,22.761379989107976,22.37118424203547,22.58795928955078,813179
2024-03-05 00:00:00+08:00,22.587961019255832,24.235452829621124,22.501252316699755,23.411706924438477,1676400
2024-03-06 00:00:00+08:00,23.62848128890965,23.758545992755014,23.194931173516814,23.541770935058594,530956
2024-03-07 00:00:00+08:00,23.49841541908381,23.758544813867037,22.50125053393163,22.631315231323242,872400
2024-03-08 00:00:00+08:00,22.5879596715313,23.151576127692216,21.677505118115413,21.76421546936035,1122002
2024-03-11 00:00:00+08:00,21.54744023726073,23.931965780232268,21.54744023726073,23.368350982666016,1772408
2024-03-12 00:00:00+08:00,23.194931860323305,23.671836339831685,22.674671375674397,23.411706924438477,777000
2024-03-13 00:00:00+08:00,21.07053565979004,21.07053565979004,21.07053565979004,21.07053565979004,628016
2024-03-14 00:00:00+08:00,18.989493637940093,19.596464426338855,18.989493637940093,19.119558334350586,3953398
2024-03-15 00:00:00+08:00,19.076206291812152,19.076206291812152,17.818910215579514,17.905620574951172,2390467
2024-03-18 00:00:00+08:00,18.295815410719058,18.512590470908,18.122394701022923,18.469234466552734,1357002
2024-03-19 00:00:00+08:00,18.599300825756067,18.989494941778684,18.382525765567127,18.469234466552734,1019051
2024-03-20 00:00:00+08:00,18.68600929009061,19.20626975872766,18.599300590203136,18.90278434753418,1165221
2024-03-21 00:00:00+08:00,19.032849791771906,19.076204139635223,18.642654045552607,18.7293643951416,623003
2024-03-22 00:00:00+08:00,18.816075885945008,18.902784586930615,18.42588011605993,18.469234466552734,976013
2024-03-25 00:00:00+08:00,18.729365148906343,18.729365148906343,18.425879740062246,18.555944442749023,684000
2024-03-26 00:00:00+08:00,18.599300384521484,18.642654733985786,18.425879678939438,18.599300384521484,539000
2024-03-27 00:00:00+08:00,18.729365232572842,19.076204992574436,18.68600922890862,18.94614028930664,814300
2024-03-28 00:00:00+08:00,19.206269376864064,19.206269376864064,18.90278397170455,18.98949432373047,635102
2024-03-29 00:00:00+08:00,19.03285032667463,19.119559024838146,18.946139974648712,18.98949432373047,471000
2024-04-01 00:00:00+08:00,18.902783124846113,18.989493472987345,18.72936408242598,18.77271842956543,585502
2024-04-02 00:00:00+08:00,18.85942840576172,18.94613875219285,18.642653366615033,18.85942840576172,719001
2024-04-03 00:00:00+08:00,18.98949463910843,19.24962569950645,18.859429935840634,18.94614028930664,794000
